
Aodi	TOP	17	64.7%	4.9	3.1	1.8	5.6	7	370	21.9	376	-	0.36	0.21	0.16	-
Aoi Haru	TOP	15	26.7%	2.2	2.1	3.3	5.3	7	346	20.5	442	0.77	0.40	0.09	0.15	29
Aoric	TOP	1	0%	1.8	0	5	9	3.3	236	9.4	195	0.61	0.36	0.06	0.06	-1083
Aphromoo	SUPPORT	20	45%	2.5	0.6	2.6	5.7	1	217	5.8	96	2.43	1.30	0.33	0.41	-80
Api	SUPPORT	18	33.3%	1.8	0.2	3.8	6.8	1	214	6.2	110	2.33	1.29	0.38	0.46	-176
Api	TOP	7	42.9%	3	1.7	2.3	5.1	8.1	369	18.3	320	0.87	0.33	0.14	0.12	-285
Apollo	ADC	19	47.4%	7.5	3.6	1.2	5.1	9.3	416	28.4	475	1.25	0.44	0.29	0.19	346
Appen	JUNGLE	8	50%	4.1	5.9	2.9	5.9	5.9	380	21.2	436	1.26	0.27	0.32	0.24	1141
Apples	MID	14	21.4%	2.4	2.6	2.8	4	8.3	374	27.8	462	1.08	0.43	0.18	0.13	-300
April	ADC	4	50%	3.2	6.3	3.8	5.8	8.5	431	27.0	598	-	0.38	0.36	0.13	-
Aquasonic	TOP	14	42.9%	1.7	0.9	2.9	3.9	7.1	326	18.3	284	0.86	0.44	0.14	0.23	-414
Archer	ADC	17	58.8%	4.7	3.8	2.2	6.4	9.6	442	30.4	573	1.42	0.45	0.46	0.15	219
Archer	SUPPORT	4	100%	20	2.8	0.5	7.3	2.7	336	27.1	500	3.40	1.17	0.85	0.21	924
Aria	MID	25	44%	5.5	4.3	1.7	4.9	9.1	416	30.8	547	1.22	0.41	0.31	0.17	370
Armut	TOP	16	62.5%	3.5	3.8	2.5	4.9	8.4	425	27.4	499	1.05	0.49	0.16	0.16	779
Art	ADC	19	47.4%	4	4.2	2.2	4.3	9.7	430	32.8	574	1.37	0.37	0.44	0.14	25
Artek	SUPPORT	9	22.2%	1.1	0.4	3.3	3.2	0.9	207	7.5	109	2.15	1.27	0.24	0.40	-80
Artemis	ADC	34	50%	4	4.2	2.6	6.4	10	464	28.7	562	1.09	0.37	0.33	0.15	605
Artifact	MID	34	58.8%	3.3	3.6	2.7	5.3	8.4	409	25.4	504	0.98	0.40	0.21	0.17	330
As6	JUNGLE	9	11.1%	1.4	1.3	4.1	4.6	4.5	282	12.0	187	-	0.35	0.34	0.24	-
Asper	SUPPORT	12	58.3%	2.5	0.3	2.9	6.9	1	227	6.5	108	2.74	1.70	0.32	0.55	67
Assassin	MID	21	42.9%	2.8	3.7	3.2	5.3	7.8	382	27.5	550	1.03	0.29	0.25	0.12	110
Astra	SUPPORT	2	0%	0.7	0	4.5	3	1.3	213	10.0	148	1.83	1.08	0.22	0.32	-233
Asura	SUPPORT	4	75%	14.7	2.8	0.8	8.3	2	303	33.6	633	-	0.99	0.72	0.14	-
Asura	ADC	26	38.5%	2.9	3.7	3	5.2	8.9	418	29.5	545	-	0.38	0.32	0.09	-
Asza	ADC	18	44.4%	3.6	3.5	2.3	4.9	9.1	426	27.0	552	0.84	0.25	0.24	0.06	238
Atlen	ADC	21	42.9%	3.8	2.8	2.5	6.8	9.2	416	27.0	537	1.25	0.35	0.39	0.19	-239
Attila	ADC	21	81%	11.8	5.1	0.9	5	10.5	488	32.5	709	1.47	0.30	0.50	0.08	791
Attila	SUPPORT	5	80%	13.6	4.4	1	9.2	2.3	337	24.5	633	2.62	0.63	0.95	0.09	694
Azhi	TOP	24	50%	3.1	3.5	2.8	4.9	7.5	378	22.6	420	1.07	0.49	0.18	0.19	152
Aziado	TOP	23	56.5%	3.2	1.7	2	4.6	7.4	351	20.6	388	0.97	0.45	0.14	0.16	88
BAO	ADC	2	0%	6.5	4	1	2.5	9.7	399	27.9	431	1.21	0.51	0.39	0.16	364
BOSS	TOP	15	86.7%	5.5	3.6	1.8	6.3	7.1	390	19.7	455	0.85	0.42	0.11	0.13	469
Babip	JUNGLE	25	84%	5.7	3.2	2	8	5.2	347	11.7	244	1.30	0.33	0.30	0.26	41
Baca	MID	23	56.5%	4.9	3.3	1.6	4.3	8	378	23.7	440	1.07	0.47	0.23	0.21	31
Backlund	MID	12	41.7%	4	4.3	2.1	4.2	8.6	395	28.1	495	0.77	0.30	0.17	0.10	142
BadPie	TOP	24	54.2%	2.1	2.5	3.3	4.3	7.7	379	22.2	431	0.90	0.38	0.11	0.11	-221
Bakako	JUNGLE	19	36.8%	2	1.8	3.4	5.2	5	297	13.2	208	1.82	0.69	0.53	0.52	-471
BalKhan	JUNGLE	9	22.2%	2.2	3.6	4.4	6.2	5.6	334	24.2	455	1.89	0.76	0.42	0.35	212
Bananitoo	ADC	6	50%	4.6	5.2	2.3	5.5	8.9	435	23.1	453	0.98	0.35	0.24	0.09	126
Bandao	JUNGLE	4	0%	1.4	2	3	2.3	4.8	287	15.5	180	-	0.77	0.59	0.43	-
Bando	TOP	17	70.6%	3.5	3.7	2.7	5.8	7.8	415	25.9	523	0.82	0.36	0.12	0.13	446
Bang	ADC	25	52%	5	3.3	1.6	4.5	9.3	420	29.6	552	1.44	0.58	0.32	0.25	-100
Bang	SUPPORT	2	100%	-	4.5	0	11.5	2.7	336	26.1	546	4.15	1.59	0.97	0.44	1104
Barcode	ADC	18	27.8%	4.1	3.1	1.6	3.6	9.4	412	25.7	466	1.08	0.35	0.29	0.12	-319
Bas	JUNGLE	21	19%	2.1	2	3	4.5	5	301	16.5	267	1.33	0.49	0.25	0.31	-326
Baula	SUPPORT	13	15.4%	2.5	0.5	2.8	6.5	1	212	7.5	120	2.67	1.85	0.37	0.61	-376
Baula	ADC	1	0%	2	0	1	2	5.8	289	6.5	90	0.95	0.39	0.15	0.41	-481
Bdd	MID	48	70.8%	7.3	3.6	1.3	6.1	8.3	397	26.2	461	1.13	0.57	0.23	0.27	404
BeBopBulli	SUPPORT	6	33.3%	3	0.8	4.5	12.5	1.1	235	8.6	202	2.58	1.40	0.38	0.47	-200
Bean	SUPPORT	2	100%	6.8	3	2	10.5	1.8	293	16.4	325	2.46	0.88	0.65	0.16	428
Bean	ADC	18	50%	6.9	4.4	1.3	4.4	9.3	432	25.9	469	1.26	0.39	0.30	0.15	37
Beansu	TOP	29	72.4%	4	1.9	1.9	5.7	8	384	19.3	386	1.08	0.52	0.17	0.23	281
Beats	TOP	9	22.2%	1.8	1.4	4	5.7	6	308	17.1	294	1.05	0.46	0.20	0.22	-708
Beats	MID	5	40%	3	1.2	2.6	6.6	6.9	331	23.8	434	1.35	0.56	0.28	0.29	-545
Ben	SUPPORT	3	33.3%	1.9	0.3	3	5.3	0.8	215	10.7	165	2.30	1.43	0.26	0.49	-283
BeryL	SUPPORT	25	44%	2.8	0.3	2.8	7.6	1.2	226	7.0	122	2.68	1.65	0.45	0.54	-91
BeryL	ADC	4	100%	5.9	2.5	1.8	7.8	6.5	371	20.0	373	1.54	0.66	0.29	0.27	178
BetaTwinz	SUPPORT	6	16.7%	1.4	0.2	3	4.2	1	206	4.7	92	2.09	1.28	0.27	0.43	-680
Betty	ADC	42	64.3%	7.1	4.3	1.4	5.9	9.6	444	28.0	486	-	0.42	0.40	0.14	0
Betty	SUPPORT	5	60%	5.2	3.6	2.4	8.8	2.3	280	20.1	384	-	1.37	1.00	0.32	-
Beyond	JUNGLE	12	50%	5.2	1.8	1.3	4.7	5.1	310	11.6	170	1.69	0.60	0.38	0.42	-161
Bgob	JUNGLE	6	0%	1.4	1.7	4.5	4.7	4.7	288	13.5	208	1.40	0.56	0.31	0.35	-509
Bie	SUPPORT	45	51.1%	3.6	0.7	2.5	8.4	1.1	234	8.0	143	2.70	1.72	0.33	0.57	-63
BigKoro	ADC	28	42.9%	3.1	2.7	2.3	4.4	8.8	401	22.9	404	1.26	0.45	0.34	0.12	-476
BigKoro	SUPPORT	6	33.3%	5.5	1.7	2	9.3	1.7	275	20.7	360	2.33	0.90	0.61	0.20	-68
Bin	TOP	20	35%	2.2	3	3.5	4.6	8	387	22.9	431	-	0.31	0.13	0.15	-
BioPanther	TOP	21	33.3%	2.5	1.2	2.2	4.3	7.3	337	19.9	312	1.08	0.56	0.12	0.22	-320
Biob	SUPPORT	14	28.6%	3.1	0.6	3.5	10.1	1	231	8.5	171	2.46	1.56	0.29	0.53	-8
Biob	JUNGLE	2	0%	1.7	2.5	4.5	5	3.7	284	13.1	251	1.22	0.74	0.16	0.36	-1630
Biofrost	SUPPORT	28	50%	3.6	0.7	2.1	6.8	1.1	226	7.0	116	2.74	1.52	0.41	0.49	126
Biubiu	TOP	22	50%	2.7	2.4	3.3	6.5	6.6	349	18.5	375	-	0.46	0.18	0.13	-
Bjergsen	MID	28	50%	5.8	3.5	1.4	4.8	8.4	389	27.4	498	0.91	0.44	0.17	0.18	92
Blaber	JUNGLE	25	92%	5.9	4.1	2	7.7	6.2	375	18.1	392	1.65	0.56	0.34	0.27	579
Black	ADC	12	66.7%	4.9	4.1	2.5	8.2	9	427	28.2	508	1.21	0.36	0.35	0.14	200
Blazes	ADC	24	87.5%	5.1	4.2	2.3	7.4	9.2	444	25.6	592	1.09	0.40	0.30	0.11	366
Blazes	SUPPORT	4	75%	8.2	1	1.5	11.3	1.9	285	21.1	452	2.24	0.99	0.61	0.25	539
Bless	JUNGLE	4	0%	0.9	0.5	3.8	3	4.5	254	8.7	118	-	0.47	0.29	0.31	-
Blizz	MID	28	67.9%	4.7	4.4	2.1	5.5	7.7	390	25.2	501	1.17	0.45	0.20	0.18	199
Bloody	JUNGLE	14	0%	1.3	1.7	4.6	4.3	4.3	275	13.0	213	1.28	0.61	0.23	0.37	-466
Blue	MID	15	86.7%	7	4.7	1.4	5	9.4	439	26.5	503	1.23	0.45	0.25	0.19	678
Blue45ty	ADC	2	0%	2	2.5	3.5	4.5	4.2	279	8.2	202	0.81	0.69	0.06	0.43	-180
Blue45ty	SUPPORT	6	33.3%	1.9	1.2	3.2	5	1	230	7.4	139	2.28	1.53	0.33	0.51	198
Bobiistaa	TOP	17	29.4%	2.3	3.5	3.5	4.5	8.1	393	28.3	539	0.89	0.40	0.11	0.13	544
BocaJR	SUPPORT	12	25%	2.8	1.1	3	7.2	1	225	9.0	160	2.21	1.52	0.28	0.54	-34
BocaJR	ADC	1	100%	9	0	1	9	6.2	322	14.0	265	1.01	0.31	0.14	0.14	365
Bolszak	JUNGLE	17	23.5%	2.1	1.1	2.6	4.5	4.9	285	13.0	202	1.53	0.40	0.44	0.23	22
Bolulu	MID	16	62.5%	4.3	4.3	2.4	5.9	8.2	401	26.9	529	1.04	0.45	0.15	0.18	543
Boncuk	ADC	2	0%	1.5	2	5.5	6.5	7.8	357	21.6	299	0.56	0.29	0.14	0.12	-2279
Bossey	MID	14	7.1%	2	2.2	2.8	3.4	7.8	350	25.1	383	0.73	0.38	0.09	0.14	-853
Brandini	TOP	24	70.8%	3.4	2.5	2.7	6.5	7	360	21.6	409	1.02	0.46	0.15	0.14	-112
Brandini	MID	1	0%	0	0	4	0	7.1	290	34.5	357	0.99	0.50	0.11	0.21	-729
Breezyyy	SUPPORT	20	45%	3	0.8	3.2	8.7	1	231	8.6	167	2.23	1.21	0.26	0.38	-109
Breezyyy	ADC	1	0%	0.6	2	5	1	5.3	285	21.6	356	0.59	0.20	0.23	0.10	-1723
Brizz	SUPPORT	19	63.2%	4.6	0.7	2.5	10.8	1.2	241	8.0	156	2.27	1.21	0.37	0.35	99
BroCColi	JUNGLE	13	15.4%	3.2	0.9	1.8	4.9	4.4	264	8.4	132	1.68	0.65	0.48	0.47	-457
Broken Blade	TOP	28	50%	3.6	3	2.2	4.9	7.3	370	25.1	441	1.03	0.53	0.15	0.25	161
Broxah	JUNGLE	12	41.7%	4	1.5	1.8	5.4	4.7	292	10.5	194	1.37	0.55	0.30	0.37	-233
Bruce	SUPPORT	1	100%	8	3	2	13	1.6	332	24.5	466	2.93	1.02	0.88	0.25	1486
Bruce	ADC	20	85%	6.1	4.6	1.7	5.8	9.6	460	28.9	574	1.24	0.41	0.38	0.13	369
Brucer	MID	6	33.3%	3.6	1.7	2	5.5	7.3	343	24.0	447	1.28	0.60	0.23	0.28	-615
Bruness	JUNGLE	24	66.7%	5.1	2.3	2	7.9	4.8	305	13.6	241	1.83	0.68	0.43	0.38	8
Buggax	TOP	6	66.7%	4.8	5.2	2.2	5.2	9.1	454	32.1	625	0.86	0.37	0.18	0.10	901
Bugi	JUNGLE	21	66.7%	5.3	3.3	1.8	6.3	5.7	347	17.6	320	1.86	0.73	0.45	0.33	416
Bullet	ADC	21	61.9%	5.2	4.4	1.8	4.9	9.3	423	27.6	503	1.06	0.28	0.32	0.11	-272
Bullet	SUPPORT	3	100%	43	7	0.3	7.3	2.4	367	31.2	578	2.43	0.89	0.61	0.13	1308
Burnie	MID	16	31.3%	3.3	2.6	2.6	6	7.2	352	20.6	406	1.38	0.57	0.19	0.23	-367
But1	TOP	15	60%	2.4	1.8	2.7	4.6	7.3	365	22.4	387	0.98	0.44	0.18	0.20	-43
But1	MID	2	0%	1	0.5	5	4.5	6.7	310	19.4	403	0.75	0.59	0.09	0.27	-1005
Bvoy	ADC	22	50%	3.9	3	1.9	4.5	9.3	415	27.2	459	1.36	0.40	0.37	0.12	-94
Bwipo	SUPPORT	1	0%	1.4	0	12	17	1	251	6.3	195	2.39	1.10	0.38	0.26	-171
Bwipo	TOP	24	79.2%	4	3.1	2.5	6.7	7.5	396	25.0	466	1.00	0.47	0.15	0.22	231
CBL	SUPPORT	39	64.1%	3.1	0.9	3.1	8.5	1.1	243	7.6	146	2.34	1.32	0.28	0.43	-37
CBL	ADC	1	0%	1.7	0	3	5	5.4	276	9.2	157	0.62	0.41	0.00	0.14	-627
CHP	TOP	11	27.3%	1.6	2.6	4.8	5.3	6.5	335	23.3	450	0.88	0.43	0.10	0.13	-464
Cabochard	TOP	18	11.1%	1.7	1.3	2.9	3.6	7.8	356	22.0	344	0.95	0.51	0.13	0.23	97
Caedrel	JUNGLE	18	38.9%	2.3	2.1	3.1	5.2	5.2	310	15.8	289	1.92	0.85	0.36	0.33	-256
Calmsky	ADC	1	0%	0.3	0	7	2	4.1	229	8.0	155	0.95	0.36	0.16	0.26	-1392
Calmsky	SUPPORT	19	63.2%	3.1	2	3.8	9.6	1	255	9.8	202	2.78	1.45	0.43	0.43	325
Candy	MID	25	72%	5.5	3.3	1.6	5.4	7.8	375	25.0	447	0.87	0.35	0.17	0.15	349
Canee	JUNGLE	18	27.8%	2.8	3.1	3.6	6.9	5.2	326	17.1	355	1.21	0.41	0.30	0.31	236
Canna	TOP	43	65.1%	5.1	2.3	1.5	5.5	7.7	374	21.3	373	1.07	0.46	0.20	0.17	-21
Canyon	JUNGLE	42	47.6%	3.2	1.5	2.4	6.1	5.4	312	12.1	220	1.81	0.66	0.48	0.40	-160
Cao	SUPPORT	21	38.1%	2	0.5	4	7.4	0.9	218	6.4	122	2.38	1.52	0.24	0.51	-152
Caps	ADC	25	72%	4.5	5.2	3	8.6	8.7	446	29.4	682	0.94	0.29	0.26	0.10	79
Caps	SUPPORT	2	100%	6.5	3	3	16.5	2.2	336	22.7	629	1.86	0.73	0.27	0.11	1105
CapsChan	SUPPORT	2	0%	1.6	1	6.5	9.5	0.8	213	10.4	194	2.02	1.12	0.27	0.26	-806
Captain	MID	4	50%	6.1	5.3	2	7	7.5	389	22.5	486	-	0.44	0.46	0.28	-
Carbono	JUNGLE	17	29.4%	2.2	1.9	3.1	5.1	5.9	327	18.6	295	1.70	0.63	0.43	0.35	281
Cariok	JUNGLE	6	66.7%	4.4	4.5	2.5	6.5	5.6	343	18.8	367	1.65	0.52	0.51	0.32	738
Carzzy	SUPPORT	1	100%	12	4	1	8	2.9	336	21.3	434	3.59	1.36	0.78	0.19	1316
Carzzy	ADC	25	52%	3.4	4.5	2.7	4.5	9.2	435	28.3	530	1.04	0.35	0.32	0.16	-130
Cboi	JUNGLE	21	57.1%	3.9	2.5	2.5	7.1	6.1	338	17.6	349	1.75	0.71	0.42	0.34	358
Celebrity	SUPPORT	4	75%	21.3	2.3	0.8	13.8	2	345	17.5	332	2.40	0.79	0.61	0.15	912
Celebrity	ADC	35	54.3%	4.4	5.2	2.2	4.4	8.9	436	28.8	577	1.10	0.38	0.28	0.15	242
Ceos	SUPPORT	15	33.3%	2.8	0.3	2.9	7.9	1	219	6.7	129	2.42	1.55	0.31	0.59	-277
Ceros	MID	19	73.7%	3.8	2.2	1.9	5.3	8	369	23.0	434	1.00	0.63	0.18	0.33	70
Chance	SUPPORT	18	33.3%	2.5	0.8	3.8	8.6	1	226	7.7	142	-	1.55	0.32	0.50	0
Chance	ADC	1	100%	3.5	0	2	7	5.3	298	7.1	125	-	0.57	0.23	0.40	-
Chapapi	MID	9	77.8%	11.6	5.7	1	5.9	8.5	409	32.7	580	1.07	0.56	0.20	0.27	174
Charger	TOP	14	28.6%	1.2	1.4	4.3	3.8	6.5	320	21.6	377	0.94	0.44	0.15	0.13	-580
Chase	MID	5	0%	1.6	1.2	2	2	7.6	333	32.2	458	1.03	0.56	0.15	0.26	-475
Chasy	MID	4	50%	3.9	3	2	4.8	8.3	386	25.1	382	0.96	0.44	0.17	0.17	-470
Chazz	MID	25	36%	3.4	4.1	2.5	4.4	8.5	398	29.4	521	1.00	0.38	0.21	0.23	14
Checkfider	ADC	12	25%	1.9	2.9	3.8	4.3	8.3	375	26.4	503	0.63	0.24	0.17	0.05	-664
Chelly	ADC	4	25%	3.4	4.8	2.5	3.8	8.7	400	27.7	465	-	0.29	0.38	0.10	-
Chieftain	JUNGLE	15	20%	1.7	1.4	3.6	4.6	5	285	11.2	164	-	0.65	0.49	0.44	-
Chilly	SUPPORT	23	52.2%	2.8	0.5	3.1	8	1	221	7.2	133	2.33	1.43	0.32	0.50	-76
Chippys	TOP	25	52%	3	2.7	2.2	4.1	7.7	383	20.3	348	0.88	0.33	0.16	0.12	172
Chosen	JUNGLE	15	20%	2.1	1.3	3	4.9	4.4	278	10.4	162	1.35	0.52	0.27	0.35	-43
Chovy	TOP	3	66.7%	5	1.3	1	3.7	9.7	411	25.7	467	1.69	0.50	0.46	0.18	880
Chovy	MID	49	67.3%	5.4	3.4	1.6	5	9.3	415	28.0	534	1.41	0.53	0.38	0.21	433
Ciglio	ADC	1	0%	1	1	4	3	8.4	366	29.0	349	0.75	0.32	0.14	0.11	-860
Cinkrof	JUNGLE	18	44.4%	3	1.8	3.2	7.8	4.8	306	13.5	289	1.46	0.50	0.32	0.38	-207
Claire	MID	29	72.4%	4.8	3.7	2	6	8.1	401	27.0	536	0.98	0.39	0.13	0.17	270
Click	SUPPORT	21	57.1%	3.4	0.6	3	9.5	0.9	229	9.3	179	2.59	1.44	0.40	0.45	-123
Clid	JUNGLE	48	70.8%	5.3	2.5	1.8	7	5.5	337	13.2	235	1.99	0.64	0.58	0.36	345
Closer	JUNGLE	22	40.9%	2.5	1.6	2.5	4.5	5.1	303	10.9	178	1.29	0.36	0.37	0.29	-1
Coated	TOP	21	52.4%	2.1	2.3	3.5	5.1	7.2	368	24.4	464	0.87	0.47	0.12	0.17	-231
Cody Sun	ADC	28	46.4%	4.1	3.1	1.9	4.6	8.9	405	27.5	472	1.12	0.42	0.29	0.20	-416
Cohle	MID	35	60%	4.6	4.5	2.3	5.9	7.7	393	23.8	498	0.90	0.42	0.12	0.18	136
Color	TOP	17	58.8%	2.9	4.2	2.9	4.2	7.7	410	23.0	496	1.06	0.47	0.19	0.18	168
Comp	ADC	19	15.8%	2.1	2.8	2.6	2.6	10	415	29.5	467	1.19	0.45	0.30	0.16	-107
Contractz	JUNGLE	21	42.9%	2.3	2.9	3.9	6.1	5	320	16.8	322	1.58	0.52	0.40	0.30	-307
Copy C	TOP	1	0%	1	2	3	1	5.2	280	19.7	323	0.22	0.22	0.00	0.00	-1836
CoreJJ	SUPPORT	18	38.9%	4.7	0.1	1.4	6.7	1.1	221	6.4	108	2.47	1.30	0.33	0.35	26
Corporal	SUPPORT	15	26.7%	2.7	0.7	2.6	6.4	0.9	209	7.5	118	2.49	1.77	0.29	0.55	-371
Corporal	ADC	1	100%	9	1	1	8	6.2	314	10.3	193	0.60	0.27	0.05	0.30	252
Cospect	SUPPORT	23	73.9%	4.4	0.8	2.6	10.5	1.3	254	8.3	171	2.56	1.25	0.39	0.34	358
Coten	TOP	9	55.6%	2.8	5.1	3.2	3.9	7.8	413	26.2	481	-	0.44	0.11	0.15	-
Cotopaco	MID	14	78.6%	4.4	2.4	1.6	4.8	7.6	360	29.8	521	1.02	0.48	0.20	0.22	-162
Counter	ADC	15	46.7%	3.8	5	3	6.5	7.4	403	29.8	607	0.86	0.30	0.17	0.04	-100
Counter	SUPPORT	2	50%	3	3.5	3.5	7	1.6	292	21.2	479	1.53	0.59	0.26	0.03	262
Cover	MID	25	52%	2.6	2.5	2.9	5	8.8	390	25.6	470	0.96	0.35	0.25	0.19	-16
Cpt Lipanek	JUNGLE	14	64.3%	3.8	3.6	3	7.7	4.7	325	14.5	286	1.65	0.81	0.30	0.36	521
CrAzY	JUNGLE	14	21.4%	1.8	1.9	4	5.5	4.7	293	17.4	327	1.32	0.49	0.28	0.32	-124
Crazy	TOP	22	45.5%	3.1	2.7	2.6	5.4	7.5	364	22.1	389	-	0.44	0.17	0.11	-
Crecre	SUPPORT	3	0%	0.9	0.3	3.7	3	1	201	11.3	128	2.13	1.30	0.28	0.50	-396
Creon	ADC	11	9.1%	2	3.9	4	4.1	8	377	26.4	468	0.88	0.33	0.25	0.12	-714
Creon	SUPPORT	3	0%	1.1	1.7	4.7	3.3	1.6	253	21.3	394	1.54	0.72	0.36	0.17	57
Cribob	ADC	3	0%	1.4	1	4.7	5.3	4.5	263	9.0	164	0.60	0.57	0.08	0.38	-1535
Cribob	SUPPORT	9	11.1%	1.5	0.6	4.4	6.1	0.9	204	9.6	171	1.78	1.14	0.19	0.40	-603
Crisp	SUPPORT	32	68.8%	5.1	0.5	2	9.9	1	236	6.9	122	-	1.63	0.33	0.55	0
Crisp	ADC	1	100%	-	2	0	13	5.6	340	11.7	246	-	0.35	0.15	0.35	-
